value,x,y
Land Use,-6.202217179836244,54.33956893013157
Land Use,-6.209571545799228,54.336641421375326
Land Use,-6.20691738952835,54.33827318661385
Land Use,-6.204202538040335,54.33776558306104
Land Use,-6.218433756706396,54.32868624085327
Land Use,-6.152763780364339,54.31285504680954
Land Use,-6.145789588131754,54.30084282215613
Land Use,-6.1208314712045135,54.36339667504109
Land Use,-6.1194571331138325,54.36384248254043
Land Use,-6.159726354145242,54.36960278812567
Land Use,-6.173107522791265,54.31949041290807
Land Use,-6.201052346870094,54.35919255015053
Land Use,-6.255242086550334,54.34051827752844
Land Use,-6.2483745668113295,54.34290754684324
Land Use,-6.247552563061688,54.34379409116801
Land Use,-6.249898785412811,54.34177961181701
Land Use,-6.254804096187682,54.34141940888212
Industrial Heritage,-6.277309033781029,54.33681923871693
Land Use,-6.28363895863767,54.33250692897493
Land Use,-6.267481069534103,54.35114400717827
Land Use,-6.269169248912413,54.34757432240091
Land Use,-6.272281004115717,54.34672044952694
Land Use,-6.269093747390519,54.34937019785365
Land Use,-6.263643590903109,54.352418585987614
Land Use,-6.256552542312666,54.3542390671214
Land Use,-6.258513036101477,54.35443809375028
Land Use,-6.260374088804067,54.35335082821649
Land Use,-6.251990160987575,54.35373279345927
Land Use,-6.2635295068006425,54.34564240368677
Land Use,-6.265862191683438,54.34904525957492
Land Use,-6.262675692680581,54.352027289964525
Land Use,-6.2649466620353405,54.348142600341205
Land Use,-6.25036343127537,54.36449996697157
Land Use,-6.264989222621673,54.36282436000585
Land Use,-6.253846191366756,54.36654504322695
Land Use,-6.25637020667224,54.342565159670606
Land Use,-6.261280542320989,54.34354350293005
Land Use,-6.281090684692503,54.35672954789723
Land Use,-6.279815993404954,54.3504220409577
Land Use,-6.286001995665323,54.34961161104641
Land Use,-6.290650662365182,54.348779092312725
Land Use,-6.276440931419994,54.357561689230685
Land Use,-6.271979500575409,54.3539039604964
Land Use,-6.278015915761453,54.35668570176088
Land Use,-6.273554436979003,54.353028030414364
Land Use,-6.272054888861731,54.35210808366755
Land Use,-6.276516135289216,54.35576580927981
Land Use,-6.27025355357351,54.358371617729006
Land Use,-6.275166930488609,54.35125413907176
Land Use,-6.285852440993872,54.35320339188593
Land Use,-6.28431518329521,54.35318154020322
Land Use,-6.280978171072542,54.35942337363189
Land Use,-6.306280320278746,54.34271022149293
Land Use,-6.249353728284509,54.36798040847128
Land Use,-6.246974946250444,54.37830534011377
Land Use,-6.238608918972918,54.3716785235151
Land Use,-6.222445631112306,54.38105527256133
Land Use,-6.202630613281573,54.38715899694394
Land Use,-6.196997576989213,54.37800026790211
Land Use,-6.194307518278793,54.381778615057655
Land Use,-6.192846268459904,54.37755182332826
Land Use,-6.212525727550403,54.37697339223632
Land Use,-6.211703151100164,54.37182187266283
Land Use,-6.217244966597847,54.36893887606367
Land Use,-6.219744582443769,54.36238090341277
Land Use,-6.229269339327552,54.35734579666395
Land Use,-6.222169822861553,54.361086905732414
Land Use,-6.215237035870834,54.33931303431573
Land Use,-6.224284614124043,54.34309442413807
Land Use,-6.231519491893815,54.33934620371432
Land Use,-6.220509283217393,54.341493390843794
Land Use,-6.222499836794459,54.34240325721935
Industrial Heritage,-6.288067927496818,54.37389976220968
Land Use,-6.289864814742018,54.37398813338864
Land Use,-6.286492487540351,54.374775875215526
Land Use,-6.29671092505046,54.377013976200125
Land Use,-6.290853428610953,54.374640055046434
Land Use,-6.287013090153638,54.37410042675016
Land Use,-6.295930731113942,54.36984214058143
Land Use,-6.286447166793023,54.37216965899613
Land Use,-6.286255128676062,54.372346626571954
Land Use,-6.294629581132483,54.36410947049728
Industrial Heritage,-6.280434381195138,54.36139227191436
Land Use,-6.280715567280056,54.3657089616907
Land Use,-6.280828124109704,54.36301513914928
Licensed Sites,-6.202003650485346,54.30747157289671
Industrial Heritage,-6.239900381012193,54.341490378216136
Industrial Heritage,-6.235274646131083,54.34178218759544
Land Use,-6.238309427649594,54.34165583529735
Land Use,-6.230529549051618,54.34735516566423
Land Use,-6.2294542736344285,54.34804020734432
Industrial Heritage,-6.1852609875064095,54.39144541443565
Land Use,-6.28730920090828,54.318183424981335
ELVs,-6.148640447125952,54.35367357504906
LQPlanApps,-6.249304875181612,54.34200459929104
Licensed Sites,-6.270145638421694,54.34263770435015
LQPlanApps,-6.282583651145167,54.33237510477472
LQPlanApps,-6.276208769385079,54.35796268708695
Licensed Sites,-6.333312767463514,54.34470392754731
WMU,-6.24639455259496,54.35545753744866
WMU,-6.264728913948008,54.33944217545005
WMU,-6.29215051121532,54.34969881058466
WMU,-6.218627572977892,54.36152882551453
WMU,-6.221716067087404,54.3423917053718
WMU,-6.270226735583466,54.39011437937357
Industrial Heritage,-5.841338089203917,54.25863819655663
Industrial Heritage,-5.841677595150248,54.25801528369187
Defence Heritage,-5.891433266281866,54.20389550622031
Defence Heritage,-5.848588717735244,54.24377983573877
Industrial Heritage,-5.837501190271507,54.26449992046107
Land Use,-5.85208404192752,54.26449117125947
Land Use,-5.852037344209958,54.26538889998464
Industrial Heritage,-5.866522251197096,54.25836789566883
Industrial Heritage,-5.884658965940168,54.26084419472725
Land Use,-5.850410277997994,54.26715700901647
Industrial Heritage,-5.869847345801968,54.27424133850268
Industrial Heritage,-5.860050609806582,54.23812534973558
Defence Heritage,-5.87574552777689,54.24972498178697
Defence Heritage,-5.882213426523704,54.21603503147766
Industrial Heritage,-5.8864357819951625,54.21711559421665
Industrial Heritage,-5.887469506052145,54.21488732868925
Land Use,-5.852395851138342,54.25288730967695
Land Use,-5.841654730148995,54.25727805164061
Land Use,-5.843626780486029,54.25801424034348
Land Use,-5.844366308521687,54.257371521628336
Land Use,-5.848654993314249,54.2613659038386
Land Use,-5.8463195515376345,54.25640904491546
Land Use,-5.85046725491856,54.25485671277903
Land Use,-5.841183665784811,54.25894992729546
Land Use,-5.857487766754908,54.25264549578677
Land Use,-5.900610703660146,54.19338994160152
Land Use,-5.896201382334227,54.192108904635326
Land Use,-5.880132011459059,54.19112616517647
Land Use,-5.888334105892621,54.21326711069294
Land Use,-5.878236642315458,54.18924173253629
Land Use,-5.832628540284072,54.26784489444126
Land Use,-5.916499683745521,54.17118396717618
Land Use,-5.909416791688389,54.168293588203056
Land Use,-5.907199794209477,54.16761708217658
Land Use,-5.983316115240068,54.199871388987816
Land Use,-6.007612368742064,54.18925072815463
Land Use,-5.986991272527229,54.2188382491246
Land Use,-5.976901518829077,54.21885788546148
Land Use,-5.931175767430014,54.22108229210401
Land Use,-5.951204049612254,54.19006522467157
Land Use,-5.887553365855159,54.22705530522372
Land Use,-5.893838755025082,54.23733704630997
Land Use,-5.889644128727372,54.23116242613824
Land Use,-5.85991349510913,54.25025350529804
Land Use,-5.858348781027424,54.25113324886723
Land Use,-5.859985512387951,54.23997523304349
Land Use,-5.89532594985938,54.2249988876669
Land Use,-5.931314822709923,54.23056440073111
Land Use,-5.889725982992573,54.21513355773807
Land Use,-5.88724494158652,54.22018489769736
Land Use,-5.890916333451016,54.22125563187477
Land Use,-5.877319730858743,54.2295351337992
Land Use,-5.887214253180046,54.215682570301645
Land Use,-5.8820717849079855,54.224191477732816
Land Use,-5.873033723010317,54.23026823291024
Land Use,-5.886557722213329,54.22523173443948
WMU,-5.885645481290729,54.19807915808792
Industrial Heritage,-5.885129305610966,54.19768371065776
Industrial Heritage,-5.83693373760973,54.25775050239086
Industrial Heritage,-6.304672600402768,54.123725671166
Land Use,-6.304034787142983,54.12173997139681
Land Use,-6.296981987474324,54.11506327987278
Land Use,-6.324056867122964,54.14750200856086
Land Use,-6.332661730665719,54.15617521658084
Land Use,-6.329921974314032,54.15996482812293
Land Use,-6.328733352035434,54.15906780417961
Land Use,-6.331361974030883,54.1584214156389
Land Use,-6.328442350348523,54.15793165768044
Land Use,-6.330605388851095,54.15744054878002
Land Use,-6.32527033978216,54.155353803214496
Land Use,-6.32424777396554,54.152626107516994
Land Use,-6.3292332036462495,54.16186008163198
Land Use,-6.3328497880478665,54.16253917209783
Land Use,-6.332903416352554,54.159682698812375
Defence Heritage,-6.184730537617845,54.25028368174643
Industrial Heritage,-6.189444861846909,54.25439788327007
Industrial Heritage,-6.180280373942025,54.24994700462461
Industrial Heritage,-6.191222206604963,54.26287050923167
Industrial Heritage,-6.189389636841044,54.25915912538044
Industrial Heritage,-6.189235796630928,54.26966930039365
Defence Heritage,-6.162224491163748,54.236069519525415
Defence Heritage,-6.158617349139169,54.2364726806155
Industrial Heritage,-6.339189123003992,54.1709288873402
Industrial Heritage,-6.338744361607246,54.17056335332431
Industrial Heritage,-6.338033119570977,54.16920579594163
Industrial Heritage,-6.335533878304257,54.17042915801253
Industrial Heritage,-6.334583091986223,54.17122465311248
Industrial Heritage,-6.336270294835242,54.17115813263428
Industrial Heritage,-6.337141777137331,54.17233821492558
Industrial Heritage,-6.339529545447573,54.173898610466026
Industrial Heritage,-6.331400260426328,54.1780091339181
Industrial Heritage,-6.33052882662548,54.17682901146613
Industrial Heritage,-6.329628480726266,54.17636727624779
Industrial Heritage,-6.3380205118202895,54.17333869185154
Industrial Heritage,-6.336131662484198,54.170796819146766
Industrial Heritage,-6.33494692830526,54.169792095439526
Industrial Heritage,-6.280983079115179,54.11215818103788
Industrial Heritage,-6.27237934800808,54.11679704004643
Industrial Heritage,-6.268012525682823,54.104155085215865
Industrial Heritage,-6.191566195096844,54.09359555674308
Defence Heritage,-6.161403036623468,54.06950684006571
Defence Heritage,-6.069403065950585,54.03464771188696
Defence Heritage,-6.017742277278954,54.04663821297362
Defence Heritage,-6.021551125663367,54.03974610968525
Defence Heritage,-5.976916730543122,54.06541197170823
Industrial Heritage,-5.896726822351367,54.10811996939784
Industrial Heritage,-5.8991032372575605,54.10950935905026
Industrial Heritage,-6.164002716339223,54.13621740851176
Industrial Heritage,-5.995354981807331,54.15886506854779
Industrial Heritage,-5.992735018478564,54.10544734371957
Defence Heritage,-6.044446484685762,54.0703841178378
Industrial Heritage,-6.216687434716479,54.14222110823687
Industrial Heritage,-6.191312227521568,54.23277194148343
Land Use,-6.301705203920295,54.26717354089367
Defence Heritage,-6.355456483880508,54.22753227495013
Land Use,-6.323218825192247,54.26657629152408
Land Use,-6.324789317071212,54.265699648894014
Land Use,-6.157223711962228,54.25534705143448
Industrial Heritage,-6.1423265113563605,54.27165090828522
Industrial Heritage,-6.238781858874762,54.19852354964557
Industrial Heritage,-6.2722831280900575,54.232972040686604
Industrial Heritage,-6.3113848758864695,54.2481718106465
Industrial Heritage,-6.3283104778572,54.197643259729176
Industrial Heritage,-6.339027157354297,54.17496987172911
Industrial Heritage,-6.334870555630883,54.17931506988659
Industrial Heritage,-6.335410729671995,54.18111952466092
Industrial Heritage,-6.338196988377585,54.17657570257433
Industrial Heritage,-6.337190337981497,54.17494451613054
Industrial Heritage,-6.3404838963333,54.17301327669406
Defence Heritage,-5.947696824289751,54.08485596276252
Airfields,-6.042178954220228,54.039032572856186
Defence Heritage,-6.039238113349058,54.03761882566721
Defence Heritage,-6.046905192976256,54.04176919192701
Industrial Heritage,-6.120423421470569,54.26043929453163
Land Use,-6.336086412242457,54.16810969667098
Land Use,-6.325578324913701,54.17047079766503
Land Use,-6.323118756640259,54.16881028510569
Land Use,-6.334339277945868,54.169289517549856
Land Use,-6.333752595872382,54.16636129128955
Land Use,-6.325802287045995,54.165684930636495
Land Use,-6.334506631945521,54.163981729838135
Land Use,-6.316723562794063,54.16226083661672
Land Use,-6.3293972852021,54.1623475467868
Land Use,-6.317878126499652,54.16361573761137
Land Use,-6.334357187974443,54.170367958390855
Land Use,-6.332082550030318,54.16486463151652
Land Use,-6.316778609842752,54.14808329625616
Land Use,-6.3101978680240665,54.1413062314832
Land Use,-6.306360764615188,54.13483698298901
Land Use,-6.306080172613806,54.13571356644082
Land Use,-6.308758822511966,54.13756621796573
Land Use,-6.295692279536011,54.12487467882276
Land Use,-6.304742963791001,54.131741320494925
Land Use,-6.273417574734763,54.111322044031816
Land Use,-6.271276998098145,54.11976425997803
Land Use,-6.269684791345373,54.10658716489285
Land Use,-6.267200505085737,54.103828911125326
Land Use,-6.189576467208918,54.09400590047675
Land Use,-6.1880265642112615,54.09414429529724
Land Use,-6.104801627780245,54.07554678033427
Land Use,-6.091719426477891,54.060963156626144
Land Use,-6.0626989095857935,54.02815111008709
Land Use,-6.048763210847935,54.03241844097912
Land Use,-6.051687611545831,54.03516155309614
Land Use,-6.051519575620236,54.03875305249079
Land Use,-6.02528947261911,54.04461488052585
Land Use,-6.022067594884152,54.048156144574975
Land Use,-6.012484411475249,54.05698367691665
Land Use,-6.005069320280331,54.05236804913504
Land Use,-6.015065412576828,54.06691046547529
Land Use,-6.015108254747376,54.06601261472607
Land Use,-6.010829587352262,54.05965198615405
Land Use,-6.00769128481399,54.06139713872695
Land Use,-6.000103354534302,54.0603725915378
Land Use,-5.997094222165879,54.05942393429939
Land Use,-5.995568082229534,54.05939849843234
Land Use,-5.991033026006965,54.05842423598443
Land Use,-5.964738356382867,54.06517048329468
Land Use,-5.980088879539694,54.06363223718835
Land Use,-5.978169875767712,54.07168705805466
Land Use,-5.970537040175626,54.07155846496605
Land Use,-5.951271904150152,54.12766160323329
Land Use,-5.908324272840594,54.10465603195501
Land Use,-5.940992139720568,54.12085471898982
Land Use,-5.937859653514139,54.118941036664175
Land Use,-5.925244212582624,54.11764584442469
Land Use,-5.913749254332902,54.11354725204122
Land Use,-5.9287342101738245,54.13782485452404
Land Use,-5.92123064413542,54.13854010639293
Land Use,-5.922998644731032,54.13073515007788
Land Use,-5.89134560368472,54.12435282692656
Land Use,-5.897742277142124,54.12098730404457
Land Use,-5.912120292751848,54.11461524441986
Land Use,-5.918122350762335,54.13827071140436
Land Use,-5.888008264141639,54.14904991908251
Land Use,-5.891396983027148,54.14682697877779
Land Use,-5.891939698584656,54.14397903706838
Land Use,-5.886920291557076,54.1409616594836
Land Use,-5.892110633744543,54.13519401712653
Land Use,-5.887195748680353,54.14817302960426
Land Use,-5.89595470255215,54.13603406965232
Land Use,-5.8997264787451815,54.126817742163965
Land Use,-6.169787285171612,54.11885618004666
Land Use,-6.184511234875131,54.104630996154576
Land Use,-6.169326846751288,54.1195859658424
Land Use,-6.160557706233949,54.143514726087446
Land Use,-6.181219417032889,54.109972422077824
Land Use,-6.179927634231344,54.11153428899401
Land Use,-5.906409634801152,54.142937722244206
Land Use,-5.99532310691249,54.15762453962273
Land Use,-5.990784887553763,54.15902248660373
Land Use,-5.959902128815759,54.15127858476718
Land Use,-5.943302945568483,54.16003555119135
Land Use,-5.941966756146312,54.16412810682852
Land Use,-6.227015869946847,54.14404495411284
Land Use,-6.223611184738831,54.13491974758591
Land Use,-6.2358753563571865,54.14588232333808
Land Use,-5.932136763964034,54.13311200596533
Land Use,-5.931593357986256,54.13020030400987
Land Use,-5.943220661194015,54.13268198018675
Land Use,-6.209516212037336,54.16299611732653
Land Use,-6.181297523261612,54.15915869256346
Land Use,-5.966945418761319,54.08095967727389
Land Use,-6.007238831101525,54.1027232762639
Land Use,-6.001767802168973,54.09758262536232
Land Use,-5.990942950817908,54.10140087357992
Land Use,-5.991863660764958,54.118093453775
Land Use,-6.001025583873498,54.07296777512172
Land Use,-5.99326243459636,54.07553414315144
Land Use,-5.99330576077534,54.07463630561412
Land Use,-6.032111156339169,54.06179933898148
Land Use,-6.030329851934207,54.067161502870405
Land Use,-6.06027706258869,54.10667230366276
Land Use,-6.050268459032446,54.13062744430968
Land Use,-6.053632200837212,54.124149493879926
Land Use,-6.052269195269059,54.120596156374056
Land Use,-6.050442599229063,54.10737591798211
Land Use,-6.048807809315624,54.10344073073532
Land Use,-6.0404528677215055,54.08251245509899
Land Use,-6.055171963609165,54.11969065957157
Land Use,-6.040761350652655,54.07272326197327
Land Use,-6.07204482491327,54.086707138219815
Land Use,-6.067019747184103,54.09156847820841
Land Use,-6.067735879745756,54.1004935556688
Land Use,-6.072193196940351,54.09932508838239
Land Use,-6.055865135737136,54.15354993604706
Land Use,-6.056294922203786,54.13621504210598
Land Use,-6.054459354328595,54.15936772598108
Land Use,-6.056530433490222,54.145887149318845
Land Use,-6.058485337746289,54.1191601237421
Land Use,-6.093204562273779,54.06188526619282
Land Use,-6.094278456872687,54.07178628704296
Land Use,-5.955501319237878,54.10111814320756
Land Use,-6.218071289880792,54.18837121654423
Land Use,-6.213945497888669,54.19806789414762
Land Use,-6.199615594812255,54.23298617014444
Land Use,-6.203020213837003,54.24216580975753
Land Use,-6.20064506053165,54.24175298945202
Land Use,-6.1644771844051895,54.23818840748445
Land Use,-6.209664621529355,54.25416089478132
Land Use,-6.191213994366903,54.23361506320884
Land Use,-6.235272973944941,54.25637158376154
Land Use,-6.236811053019834,54.24909830023367
Land Use,-6.342697867894994,54.24934331750268
Land Use,-6.354089134701043,54.22836716000294
Land Use,-6.322208827103219,54.2211527640553
Land Use,-6.32837626243554,54.22105881249848
Land Use,-6.359964683526723,54.23024425740381
Land Use,-6.3124871950508,54.228690065252856
Land Use,-6.321718289958604,54.21812700690831
Land Use,-6.3279073212188575,54.251618797085165
Land Use,-6.327966455780008,54.26304832258644
Land Use,-6.317448436835206,54.2575110311315
Land Use,-6.222724035942237,54.21774925649003
Land Use,-6.248330159576968,54.216237512245264
Land Use,-6.237446165276859,54.19462246619892
Land Use,-6.267515689187981,54.216443119476025
Land Use,-6.262872236302257,54.20800223041891
Land Use,-6.279579748970994,54.20356986856636
Land Use,-6.280001648288757,54.19858024690881
Land Use,-6.28164192367881,54.19524328056166
Land Use,-6.27945780175747,54.22272406702128
Land Use,-6.274097001595003,54.20788507488113
Land Use,-6.252531414627217,54.21477108800069
Land Use,-6.226407813913205,54.19547570240298
Land Use,-6.233268558296617,54.18766970255083
Land Use,-6.230842378910469,54.18564837766318
Land Use,-6.230214166602191,54.183141294173055
Land Use,-6.268164670766907,54.21851899641063
Land Use,-6.30198147822741,54.241786182900334
Land Use,-6.321744469967347,54.24393193577401
Land Use,-6.307206562281214,54.25129382753074
Land Use,-6.288419687143037,54.25440675998228
Land Use,-6.324571815528189,54.205965240382966
Land Use,-6.331800381270428,54.20078246267421
Land Use,-6.326667154339376,54.20417942073842
Land Use,-6.295141380547489,54.20082613517393
Land Use,-6.302670719231687,54.19809324780419
Land Use,-6.300663871554348,54.19770554702042
Land Use,-6.293112728599527,54.200222361397685
Land Use,-6.312759756918197,54.20321267870318
Land Use,-6.314734313544001,54.20214416531327
Land Use,-6.308850517418486,54.202115594173534
Land Use,-6.329392343242728,54.198934130324666
Land Use,-6.345415887117817,54.1929378080816
Land Use,-6.338579585061551,54.191477974310985
Land Use,-6.333860904594265,54.19108931893923
Land Use,-6.334887547622854,54.18727594637152
Land Use,-6.318803811824029,54.18760053329476
Land Use,-6.332828687549682,54.18133537693228
Land Use,-6.334015295709241,54.18077676661975
Land Use,-6.297529547531923,54.22398714816918
Land Use,-6.215432079265171,54.22081316255356
Land Use,-6.1640060034568425,54.23498252912132
Land Use,-6.174863808092149,54.23015179964242
Land Use,-6.147100453959424,54.19808220538441
Land Use,-6.166389689794651,54.1729134838968
Land Use,-6.163579570651214,54.17342773113107
Land Use,-6.144590741919211,54.17680253512562
Land Use,-6.135364642227534,54.19189893141586
Land Use,-6.151741988778544,54.17100026667214
Land Use,-6.120926145742088,54.17377585477261
Land Use,-6.123017637303005,54.17290995690045
Land Use,-6.113636639844836,54.185198933652686
Land Use,-6.11600209434235,54.17765241187259
Land Use,-6.120171507355529,54.17353045633791
Land Use,-6.12972095081426,54.20083256069609
Land Use,-6.132489221749399,54.19586177551686
Land Use,-6.133129122918971,54.19594357972585
Land Use,-6.127423423832045,54.21638618655827
Land Use,-6.119905386049511,54.19863108187075
Land Use,-6.112191222861027,54.18397225368608
Land Use,-6.0979898286608885,54.17630891906944
Land Use,-6.118373615325266,54.19220966749078
Land Use,-6.118759908569717,54.19315016845451
Land Use,-6.132278257501098,54.22838490037181
Land Use,-6.124599412540785,54.22524657419688
Land Use,-6.119168897405356,54.22428135386595
Land Use,-6.135181553600333,54.207530351803214
Land Use,-6.135835392006993,54.20730685935449
Land Use,-6.1136039649126905,54.22963037974935
Land Use,-6.076914543134224,54.21886094970574
Land Use,-6.09756645364529,54.23954045201391
Land Use,-6.089995101135481,54.23674305675423
Land Use,-6.094373052917985,54.23793553968351
Land Use,-6.103113489459966,54.24167654366669
Land Use,-6.049460762429715,54.23433246352496
Land Use,-6.031067392741928,54.2350395977651
Land Use,-6.033982204463823,54.23954392247901
Land Use,-6.0329279833758775,54.23687604369886
Land Use,-6.030421127691738,54.23121925184682
Land Use,-6.032286566985977,54.23101611921299
Land Use,-5.9827207615384586,54.22843511949274
Land Use,-6.066449573064418,54.20001295852514
Land Use,-6.078512134930533,54.19964895301214
Land Use,-6.069630614768135,54.20639863581607
Land Use,-6.066303461469826,54.18378311017227
Land Use,-6.112119633911125,54.19562500707488
Land Use,-6.065703668449174,54.17825647445726
Land Use,-6.063119414862508,54.16669569460671
Land Use,-6.102395647626077,54.19983001024132
Land Use,-6.096171519188004,54.19187863889011
Land Use,-6.078184994872992,54.227156658152886
Land Use,-6.077404658299604,54.22843808354554
Land Use,-6.06393042810287,54.21193193423456
Land Use,-6.151801405261254,54.199879602196766
Land Use,-6.1494774928159535,54.199071187201234
Land Use,-6.18625847859768,54.19483273004543
Land Use,-6.206547991434837,54.1877149331556
Land Use,-6.295670671631833,54.20509249466188
Land Use,-6.240221257935599,54.197106985995234
Land Use,-6.240304627678722,54.18793446853007
Land Use,-6.234010801626694,54.18319704184828
Land Use,-6.240570304448349,54.18817196242588
Land Use,-6.231358749142298,54.18001333582743
Land Use,-6.197207208251856,54.18831221893028
Land Use,-6.19548438735193,54.18706443449063
Land Use,-6.204103571524847,54.182610893504055
Land Use,-6.198099467992939,54.186115235099095
Land Use,-6.200861479398548,54.186012776516655
Land Use,-6.194785635866323,54.1813034763309
Land Use,-6.181598348888201,54.179523636661976
Land Use,-6.17863897229482,54.15067240859643
Land Use,-6.321705274900193,54.16022791353211
Land Use,-6.322140449867104,54.15477111460703
Land Use,-6.306636986149542,54.16368275315079
Land Use,-6.323615091183981,54.155402640615776
Land Use,-6.291459045065132,54.179021319920224
Land Use,-6.275317575683894,54.176751574208765
Land Use,-6.301745687591272,54.157126674151385
Land Use,-6.234222304888768,54.12503053400141
Land Use,-6.163045702855792,54.146428004416336
Land Use,-6.139740534400925,54.1483702467969
Land Use,-6.1561545512540805,54.13549539474714
Land Use,-6.03630609066796,54.11756014584994
Land Use,-5.939631302713539,54.10019137579701
Land Use,-5.9519730604146845,54.12616395834388
Land Use,-5.955724085878016,54.12486194103735
Land Use,-5.964558525954384,54.13905619315533
Land Use,-6.0274751348549565,54.10931075427695
Land Use,-6.023710367269574,54.103588087067486
Land Use,-6.033751851625029,54.11529901139061
Land Use,-6.016866038569521,54.08681624610645
Land Use,-6.010940925408239,54.09884888705169
Land Use,-6.025319362774588,54.08195938971871
Land Use,-6.273546506620161,54.1240378137192
Land Use,-6.263443241101294,54.13737905085835
Land Use,-6.181038056296485,54.09420952781221
Land Use,-6.1638397839108015,54.11292512851723
Land Use,-6.034331516885832,54.094974305359145
Land Use,-6.00703639533168,54.08399401821853
Land Use,-6.050468521132917,54.06119986668543
Land Use,-6.038808697230338,54.04932900425207
Land Use,-6.028680830501049,54.037482074828695
Land Use,-6.057746965886668,54.03615818091797
Land Use,-6.247417409598884,54.16176588441889
Land Use,-5.949008739853494,54.08490530253992
Land Use,-6.042367013489635,54.03860432858461
Land Use,-6.049867993384298,54.04142193398838
Land Use,-6.021827174266318,54.12771915053893
Land Use,-6.009301817818312,54.12954328616071
Land Use,-5.994267614622212,54.12405503139423
Land Use,-6.27721522707076,54.15284261849579
Land Use,-6.257197232130558,54.15711883834923
Land Use,-6.273106822886521,54.1559285100101
Land Use,-6.250229343282423,54.15971326990178
Land Use,-6.268834132169529,54.156334355106125
Land Use,-6.159194500025799,54.24039002529448
Land Use,-6.156843346282383,54.23532241251009
Land Use,-6.156852046091043,54.23719145069445
Industrial Heritage,-6.257574698964199,54.10148850317342
Licensed Sites,-6.027370901276973,54.04805459464362
ELVs,-5.934763383649327,54.11415248210622
ELVs,-6.215259520523081,54.18820378040089
Licensed Sites,-6.360671170194162,54.23021793390634
ELVs,-6.253057156743577,54.18997108255472
ELVs,-6.130327052425584,54.18503696812504
LQPlanApps,-6.030270871522989,54.23115389766412
Licensed Sites,-6.041134423102245,54.20676513974976
ELVs,-6.2452134871390905,54.17693652025675
ELVs,-6.212642860110336,54.11710144522433
ELVs,-6.267388047744786,54.12315859882676
Licensed Sites,-6.271833928865775,54.12402221273503
ELVs,-6.056559445303022,54.05440658611983
Licensed Sites,-6.246365803142845,54.16165173261349
Licensed Sites,-6.042978925532863,54.0476717427042
Licensed Sites,-6.037740804890235,54.045420825855125
Land Use,-6.00294023729061,54.06491255322828
Land Use,-6.00289713437853,54.065810397507846
Land Use,-5.999973876721991,54.06306612128833
Land Use,-5.998490795076715,54.06214287854089
Land Use,-5.99543831560381,54.06209202116089
Land Use,-5.993955370177079,54.061168723520176
Land Use,-5.98615055415605,54.06463249073059
Land Use,-5.995221990746328,54.06658122253687
Land Use,-5.999887546420286,54.06486180699631
Land Use,-5.989072998895358,54.067377095253846
Land Use,-5.990556052235228,54.06830045319921
Land Use,-5.988986184618613,54.06917276769248
Land Use,-5.996618669165793,54.06930018649851
Land Use,-5.980219646610776,54.06093874052828
Land Use,-5.984624233501068,54.064606914356766
Licensed Sites,-5.996084039531356,54.06295641974484
Industrial Heritage,-6.262690758968882,54.10344938290815
Land Use,-6.262930356128228,54.10356964989877
Land Use,-6.253931296693544,54.101237997524535
Land Use,-6.259749318286266,54.10213097407892
Land Use,-6.247725269549288,54.10193844494447
WMU,-6.321974623011408,54.22163468568572
WMU,-6.31922288213209,54.22105722748931
WMU,-6.33571486869536,54.18498724552848
WMU,-6.338524818628627,54.191315490345225
WMU,-6.146656002855971,54.19500243062842
WMU,-6.168762976860499,54.18436078663579
WMU,-6.212844650386762,54.117032561431735
WMU,-6.260225211690842,54.17506985955548
WMU,-6.332314629065832,54.155289881400286
WMU,-6.005601948356097,54.06387846480254
WMU,-6.257664114259171,54.10154370926467
Industrial Heritage,-6.335649280844112,54.16755557233829
Land Use,-6.298112517391107,54.12255485153696
Land Use,-6.291685690007486,54.11480848891624
Land Use,-6.282830866934399,54.11222051063387
Land Use,-6.272792859279275,54.10611967966789
Land Use,-6.099268835729235,54.06287983762435
Land Use,-6.095840231733379,54.03766627288292
Industrial Heritage,-6.256423969029084,54.09976464996233
Land Use,-6.314825976874979,54.13360807553045
Land Use,-6.302788521329339,54.11967380510541
Land Use,-6.31101529634048,54.13024815908846
Land Use,-6.300970644705278,54.11849805955729
Industrial Heritage,-6.339803407297782,54.14029866813948
Industrial Heritage,-6.3400082004322345,54.13518005573093
Industrial Heritage,-6.319648337616603,54.1429839791977
Industrial Heritage,-6.321105142164102,54.14480131059233
Land Use,-6.320268930258621,54.14390911257379
Land Use,-6.340103948701684,54.14120131127979
Land Use,-6.339902671290289,54.13934763011997
Land Use,-6.318721832323254,54.14016771811417
Land Use,-6.339605975030748,54.13605503467069
Land Use,-6.316483912232356,54.13724325830929
Land Use,-6.336053509422372,54.13383159865748
Land Use,-6.438346393389596,54.0647610059051
Industrial Heritage,-6.450482828035459,54.081755751419024
Land Use,-6.450492198943842,54.08150429484146
Land Use,-6.451946796202545,54.0777313976404
Industrial Heritage,-6.494247074306171,54.063173908540925
Industrial Heritage,-6.478965111006488,54.10934344015295
Industrial Heritage,-6.478672594101584,54.10898034822716
Industrial Heritage,-6.478526337548668,54.10879880200235
Land Use,-6.469473995149349,54.098432262551306
Land Use,-6.471598013675007,54.09596148011768
